no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,Assets_Sum
2,0,1,4400000,16800000,4,307,1,35500000
2,0,0,2300000,5000000,16,588,1,14000000
3,1,1,7700000,22300000,20,895,1,68500000
0,0,1,9300000,29400000,10,351,0,72900000
5,0,0,5900000,16400000,12,891,1,44900000
5,0,1,1900000,4900000,4,442,0,12000000
0,0,0,6900000,19500000,20,686,1,33600000
4,1,1,2100000,8200000,20,432,0,13500000
0,0,0,8200000,20900000,14,766,1,47200000
4,0,0,7700000,17200000,6,561,1,33200000
5,0,0,7700000,19000000,2,539,0,51900000
1,1,0,700000,1400000,6,759,1,4800000
5,1,0,7100000,18200000,8,750,1,55000000
2,1,0,3900000,13600000,10,373,0,24600000
1,0,1,5200000,20500000,10,407,0,26500000
4,0,0,5500000,20200000,14,611,1,41700000
3,1,0,2600000,6300000,10,783,1,18000000
0,0,1,7300000,24000000,18,651,1,40800000
3,1,0,8700000,31100000,16,760,0,26300000
3,1,0,9000000,22700000,16,793,1,64500000
4,1,0,400000,800000,16,685,1,2700000
2,0,1,3300000,10700000,8,806,1,22700000
1,0,0,6300000,17800000,12,770,1,29200000
0,0,0,7000000,23600000,14,663,1,51400000
2,1,1,2100000,8100000,4,592,1,15100000
3,0,0,7600000,26300000,18,580,1,64300000
1,1,0,8200000,17500000,4,609,1,41900000
3,0,1,9200000,23200000,8,380,0,53600000
3,1,0,3800000,12100000,20,364,0,23800000
1,1,0,3200000,8900000,12,866,1,18100000
4,0,0,9700000,31700000,10,342,0,49500000
5,1,0,4700000,14400000,16,884,1,27400000
4,1,1,3800000,12500000,18,859,1,19400000
4,1,0,400000,1000000,20,692,1,2700000
4,0,1,3200000,6800000,16,675,1,20700000
5,1,1,3900000,12700000,8,886,1,29600000
1,1,1,3500000,13100000,10,477,0,20000000
2,1,0,2200000,8300000,6,596,1,18000000
4,0,0,6400000,19700000,20,400,0,34700000
3,1,0,9100000,19900000,2,711,1,57400000
0,0,1,3300000,8900000,2,418,0,23200000
3,1,0,7800000,21800000,8,517,0,41400000
0,0,1,6200000,16200000,6,508,0,36400000
3,0,1,7000000,26100000,18,689,1,49300000
0,1,0,9200000,28200000,12,455,0,66200000
5,0,1,7500000,20800000,6,617,1,41800000
2,1,0,5300000,13200000,10,500,0,37800000
5,0,1,6800000,22800000,14,382,0,45800000
1,0,0,7900000,20800000,18,538,0,60200000
0,0,1,6200000,14900000,8,855,1,29500000
1,1,0,1000000,3000000,18,614,1,7900000
2,1,1,7800000,25400000,10,513,0,56000000
5,1,1,3000000,8800000,14,402,0,23700000
5,1,1,5700000,15000000,20,819,1,42800000
4,0,0,6600000,25400000,12,622,1,40100000
4,1,1,7100000,18200000,4,790,1,39800000
3,1,1,1300000,4800000,14,808,1,11700000
2,0,0,5200000,16800000,18,369,0,37800000
3,1,0,5600000,20300000,4,330,1,40700000
2,1,0,7100000,16500000,14,857,1,41100000
2,1,0,5100000,19100000,8,457,0,42300000
3,0,1,7600000,29300000,8,843,1,58500000
0,1,1,2500000,5400000,6,463,0,15400000
3,1,0,6900000,22800000,16,582,1,47800000
0,1,0,3100000,6500000,2,391,0,16200000
2,1,1,9700000,35100000,20,612,1,71600000
0,0,1,5800000,12600000,2,859,1,43900000
4,0,0,7600000,18600000,18,779,1,39900000
5,0,0,700000,2800000,2,561,1,4000000
3,1,0,2300000,5600000,18,420,0,10700000
3,0,0,1600000,3300000,8,609,1,11600000
4,0,0,8100000,19300000,14,821,1,59100000
1,1,0,7700000,17100000,14,603,1,60600000
4,1,0,1500000,3400000,10,778,1,10300000
3,0,0,7400000,23500000,2,460,1,67900000
4,0,1,8900000,27100000,18,363,0,55500000
0,1,0,2400000,5300000,16,482,0,20700000
5,1,0,5600000,20300000,4,772,1,37800000
4,1,0,5900000,14400000,6,745,1,39900000
1,1,0,1600000,3300000,2,513,0,8500000
5,0,0,1100000,4000000,2,362,1,7700000
2,1,1,6600000,25600000,6,740,1,40900000
3,1,0,8900000,24400000,10,774,1,56000000
1,1,1,6400000,16400000,20,555,1,36000000
4,0,1,8200000,17300000,12,588,1,36400000
1,1,0,500000,1300000,14,619,1,4100000
0,1,0,9700000,31600000,18,607,1,72100000
3,0,1,7100000,16700000,4,435,0,41800000
4,0,1,1400000,3400000,14,835,1,9400000
1,0,0,7200000,28100000,14,767,1,51900000
1,1,1,8400000,26200000,14,643,1,55700000
4,0,0,4300000,13900000,2,894,1,22100000
0,0,1,8800000,29800000,8,343,0,70400000
4,0,0,4000000,15100000,8,800,1,32200000
3,0,1,6900000,17900000,18,494,0,43000000
4,1,0,9600000,33000000,14,336,0,49300000
2,0,0,6900000,16500000,16,785,1,58900000
1,0,1,3600000,13400000,16,732,1,22500000
2,0,0,1900000,4600000,12,587,1,10200000
3,0,1,9700000,30800000,18,471,0,64200000
2,0,0,1200000,4100000,8,497,0,8400000
1,0,0,400000,1600000,16,784,1,2300000
2,1,0,6600000,21500000,18,471,0,45400000
2,1,0,1500000,3300000,4,763,1,7600000
4,0,0,3500000,9500000,2,655,1,29000000
3,0,1,4000000,8600000,4,667,1,36600000
3,0,0,4100000,14100000,8,367,0,15900000
4,1,0,5800000,18500000,16,436,0,30500000
4,1,1,8600000,23300000,12,785,1,50600000
2,1,0,4500000,11400000,10,388,0,31800000
2,1,1,9900000,37300000,8,385,0,43100000
1,0,1,3200000,8100000,10,670,1,24000000
5,1,1,8900000,19100000,20,329,0,64200000
5,0,1,2100000,4900000,12,651,1,12500000
1,1,0,7100000,26000000,16,727,1,41600000
2,1,1,7800000,28900000,14,646,1,32300000
3,0,1,8600000,23200000,12,894,1,69700000
3,1,1,5100000,17000000,10,477,0,25000000
5,0,0,600000,2000000,20,811,1,3200000
0,1,1,6600000,21200000,18,377,0,34900000
0,0,1,4700000,17000000,18,802,1,25700000
2,1,1,7700000,19700000,14,885,1,64500000
4,1,1,6400000,21900000,6,437,0,45700000
2,1,0,1100000,2500000,20,615,1,8100000
2,0,0,8900000,17800000,20,603,1,63000000
0,0,1,2100000,8300000,20,765,1,13300000
4,0,1,2300000,5800000,8,469,0,20600000
3,1,0,8300000,17700000,16,848,1,36200000
4,1,0,900000,2700000,20,327,0,5000000
3,0,1,9200000,35000000,4,716,1,56300000
3,1,0,9800000,28300000,2,715,1,67100000
0,0,0,200000,600000,12,683,1,1000000
2,0,1,3200000,9700000,6,737,1,23100000
5,0,0,7800000,27000000,6,728,1,43400000
1,1,0,8300000,30000000,18,350,0,56800000
1,1,1,2100000,5200000,14,802,1,9600000
5,0,1,400000,1400000,4,483,1,2700000
3,1,1,7700000,21800000,18,684,1,21800000
4,1,1,5600000,16500000,20,692,1,47700000
0,1,0,8400000,31000000,4,783,1,69800000
3,1,1,1300000,4300000,18,412,0,7900000
0,0,0,8700000,30200000,10,447,0,63300000
0,0,0,2700000,8400000,14,610,1,11700000
5,1,1,800000,1800000,8,881,1,4400000
5,1,1,3800000,10300000,16,606,1,22200000
5,1,1,700000,2600000,2,869,1,3500000
4,1,1,400000,1400000,2,496,1,2100000
1,1,1,3200000,9300000,6,483,0,20000000
3,1,0,7500000,22200000,8,741,1,42100000
2,0,0,3700000,13500000,4,820,1,25600000
5,1,0,3300000,9100000,18,697,1,24500000
1,1,1,200000,500000,20,713,1,800000
1,0,0,7100000,17000000,6,754,1,35400000
3,0,1,1500000,5100000,14,837,1,9800000
0,0,0,3000000,6500000,2,691,1,23700000
3,1,1,1900000,5300000,12,436,0,13400000
0,0,0,9100000,30100000,8,322,0,60400000
0,0,0,2200000,7500000,2,333,1,11700000
0,0,1,8400000,23000000,14,455,0,53000000
1,1,1,400000,700000,10,787,1,3300000
2,1,1,5600000,15800000,16,748,1,38400000
5,0,1,8200000,27100000,4,643,1,48500000
0,0,1,1600000,3400000,8,867,1,8200000
3,0,0,1800000,5600000,20,860,1,8800000
5,0,1,6500000,23900000,2,507,1,34600000
1,1,1,3100000,11500000,4,871,1,14600000
3,0,0,3100000,9800000,12,820,1,26900000
4,1,1,5300000,14500000,4,352,0,31500000
4,1,0,1100000,4000000,14,887,1,9700000
1,1,1,6000000,13400000,12,731,1,33800000
0,1,1,6100000,14600000,18,645,1,42300000
3,0,0,4100000,14100000,10,300,0,20300000
5,1,1,7000000,26200000,12,896,1,49000000
0,0,1,8900000,27700000,6,372,0,72900000
4,1,0,4800000,12000000,6,441,0,31100000
3,1,1,7400000,18300000,4,348,0,54600000
0,1,0,9700000,27500000,18,343,0,58100000
5,1,1,9700000,22600000,16,346,0,76200000
0,0,1,4500000,11500000,14,509,0,37000000
5,1,0,8800000,29300000,10,560,1,71700000
3,1,1,3000000,7500000,6,881,1,14300000
5,1,0,1300000,3000000,20,540,0,8400000
3,1,0,5000000,12700000,14,865,1,38600000
5,1,1,1000000,2300000,12,317,0,7400000
0,0,1,3300000,11300000,20,559,1,20000000
2,0,0,6500000,23900000,18,457,0,39000000
1,0,0,4100000,12800000,8,780,1,28800000
1,1,0,9200000,29700000,10,607,1,77300000
